Dataset,run1,run2,run3,run4,run5,run6,run7,run8,run9,run10,avgAccu,avgTrainTime,avgTestTime
ItalyPowerDemand,0.9737609329446064,0.9737609329446064,0.9737609329446064,0.9737609329446064,0.9737609329446064,0.9737609329446064,0.9737609329446064,0.9737609329446064,0.9737609329446064,0.9737609329446064,0.9737609329446066,123.10630596999981,0.5693134799998006
